Generated by http://statistics.gov.scot,2018-07-27T10:33:24+00:00
http://statistics.gov.scot/data/scottish-index-multiple-deprivation,Scottish Index of Multiple Deprivation 2004-2012
measure type,Decile
Reference Period,2004
Measure (cell values): ,Decile(Decile)

,,http://statistics.gov.scot/def/concept/simd-domain/access-to-services,http://statistics.gov.scot/def/concept/simd-domain/education-skills-and-training,http://statistics.gov.scot/def/concept/simd-domain/employment,http://statistics.gov.scot/def/concept/simd-domain/health,http://statistics.gov.scot/def/concept/simd-domain/housing,http://statistics.gov.scot/def/concept/simd-domain/income,http://statistics.gov.scot/def/concept/simd-domain/simd
http://statistics.gov.scot/id/statistical-geography/S01000296,S01000296,9,10,10,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01000297,S01000297,2,8,9,10,10,7,8
http://statistics.gov.scot/id/statistical-geography/S01000298,S01000298,4,9,8,10,9,7,9
http://statistics.gov.scot/id/statistical-geography/S01000299,S01000299,1,10,10,10,8,9,9
http://statistics.gov.scot/id/statistical-geography/S01000300,S01000300,1,8,10,10,5,9,8
http://statistics.gov.scot/id/statistical-geography/S01000301,S01000301,1,7,9,10,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01000302,S01000302,1,9,10,10,4,10,8
http://statistics.gov.scot/id/statistical-geography/S01000303,S01000303,1,8,8,10,4,9,7
http://statistics.gov.scot/id/statistical-geography/S01000304,S01000304,4,9,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000305,S01000305,8,7,10,9,7,7,9
http://statistics.gov.scot/id/statistical-geography/S01000306,S01000306,1,10,10,10,6,10,8
http://statistics.gov.scot/id/statistical-geography/S01000307,S01000307,6,9,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000308,S01000308,1,8,10,10,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01000309,S01000309,1,9,10,9,6,9,8
http://statistics.gov.scot/id/statistical-geography/S01000310,S01000310,2,9,9,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01000311,S01000311,7,10,10,8,8,9,10
http://statistics.gov.scot/id/statistical-geography/S01000312,S01000312,5,7,9,9,4,7,8
http://statistics.gov.scot/id/statistical-geography/S01000313,S01000313,5,9,9,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01000314,S01000314,2,7,8,9,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01000315,S01000315,7,10,10,10,10,8,10
http://statistics.gov.scot/id/statistical-geography/S01000316,S01000316,7,5,8,8,9,7,8
http://statistics.gov.scot/id/statistical-geography/S01000317,S01000317,5,7,8,7,8,6,8
http://statistics.gov.scot/id/statistical-geography/S01000318,S01000318,6,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000319,S01000319,3,8,10,10,10,8,9
http://statistics.gov.scot/id/statistical-geography/S01000320,S01000320,3,9,10,9,5,10,9
http://statistics.gov.scot/id/statistical-geography/S01000321,S01000321,1,7,10,9,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01000322,S01000322,2,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000323,S01000323,4,8,9,9,8,8,9
http://statistics.gov.scot/id/statistical-geography/S01000324,S01000324,3,8,9,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000325,S01000325,2,6,9,8,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01000326,S01000326,4,8,7,7,9,6,7
http://statistics.gov.scot/id/statistical-geography/S01000327,S01000327,2,8,10,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01000328,S01000328,2,6,8,7,7,7,7
http://statistics.gov.scot/id/statistical-geography/S01000329,S01000329,2,5,8,6,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01000330,S01000330,1,10,10,10,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01000331,S01000331,2,7,8,8,6,8,7
http://statistics.gov.scot/id/statistical-geography/S01000332,S01000332,2,10,10,10,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01000333,S01000333,1,10,10,9,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01000334,S01000334,2,7,9,9,8,6,7
http://statistics.gov.scot/id/statistical-geography/S01000335,S01000335,3,8,9,9,10,7,8
http://statistics.gov.scot/id/statistical-geography/S01000336,S01000336,1,10,8,8,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01000337,S01000337,1,9,10,9,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01000338,S01000338,3,7,8,8,6,7,8
http://statistics.gov.scot/id/statistical-geography/S01000339,S01000339,7,10,10,10,8,8,10
http://statistics.gov.scot/id/statistical-geography/S01000340,S01000340,1,9,10,10,4,9,8
http://statistics.gov.scot/id/statistical-geography/S01000341,S01000341,1,8,9,10,7,8,8
http://statistics.gov.scot/id/statistical-geography/S01000342,S01000342,7,5,6,7,7,5,6
http://statistics.gov.scot/id/statistical-geography/S01000343,S01000343,1,10,10,10,6,9,8
http://statistics.gov.scot/id/statistical-geography/S01000344,S01000344,1,8,8,10,9,9,8
http://statistics.gov.scot/id/statistical-geography/S01000345,S01000345,3,8,9,9,7,8,9
http://statistics.gov.scot/id/statistical-geography/S01000346,S01000346,8,9,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000347,S01000347,2,6,9,10,3,8,7
http://statistics.gov.scot/id/statistical-geography/S01000348,S01000348,3,9,10,10,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01000349,S01000349,3,9,10,10,8,8,9
http://statistics.gov.scot/id/statistical-geography/S01000350,S01000350,2,9,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000351,S01000351,4,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000352,S01000352,9,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000353,S01000353,2,9,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000354,S01000354,1,9,8,10,8,6,7
http://statistics.gov.scot/id/statistical-geography/S01000355,S01000355,4,10,10,10,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01000356,S01000356,1,9,10,10,5,10,8
http://statistics.gov.scot/id/statistical-geography/S01000357,S01000357,6,9,10,10,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01000358,S01000358,5,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000359,S01000359,2,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000360,S01000360,1,9,8,10,4,8,7
http://statistics.gov.scot/id/statistical-geography/S01000361,S01000361,1,9,10,10,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01000362,S01000362,1,8,10,10,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01000363,S01000363,1,9,10,10,8,10,9
http://statistics.gov.scot/id/statistical-geography/S01000364,S01000364,1,9,9,10,7,8,7
http://statistics.gov.scot/id/statistical-geography/S01000365,S01000365,2,7,9,9,7,8,8
http://statistics.gov.scot/id/statistical-geography/S01000366,S01000366,2,10,9,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01000367,S01000367,3,9,10,10,6,9,9
http://statistics.gov.scot/id/statistical-geography/S01000368,S01000368,6,9,10,10,8,8,10
http://statistics.gov.scot/id/statistical-geography/S01000369,S01000369,1,7,10,10,7,8,8
http://statistics.gov.scot/id/statistical-geography/S01000370,S01000370,1,8,10,9,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01000371,S01000371,3,8,9,10,8,8,9
http://statistics.gov.scot/id/statistical-geography/S01000372,S01000372,7,8,8,9,7,6,8
http://statistics.gov.scot/id/statistical-geography/S01000373,S01000373,7,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000374,S01000374,4,8,10,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01000375,S01000375,5,6,7,7,5,5,6
http://statistics.gov.scot/id/statistical-geography/S01000376,S01000376,5,5,7,6,4,6,6
http://statistics.gov.scot/id/statistical-geography/S01000377,S01000377,1,10,10,10,7,9,9
http://statistics.gov.scot/id/statistical-geography/S01000378,S01000378,4,6,9,10,7,6,8
http://statistics.gov.scot/id/statistical-geography/S01000379,S01000379,1,10,10,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01000380,S01000380,1,9,10,10,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01000381,S01000381,4,8,10,9,9,9,10
http://statistics.gov.scot/id/statistical-geography/S01000382,S01000382,1,8,10,10,5,9,8
http://statistics.gov.scot/id/statistical-geography/S01000383,S01000383,2,8,10,9,8,9,9
http://statistics.gov.scot/id/statistical-geography/S01000384,S01000384,1,6,8,8,4,6,6
http://statistics.gov.scot/id/statistical-geography/S01000385,S01000385,2,7,10,8,6,7,7
http://statistics.gov.scot/id/statistical-geography/S01000386,S01000386,1,8,9,9,7,8,8
http://statistics.gov.scot/id/statistical-geography/S01000387,S01000387,1,9,10,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01000388,S01000388,1,9,10,10,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01000389,S01000389,6,7,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000390,S01000390,9,5,7,7,7,6,7
http://statistics.gov.scot/id/statistical-geography/S01000391,S01000391,9,6,8,7,9,5,7
http://statistics.gov.scot/id/statistical-geography/S01000392,S01000392,2,7,10,10,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01000393,S01000393,6,9,9,9,10,8,10
http://statistics.gov.scot/id/statistical-geography/S01000394,S01000394,4,7,8,9,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01000395,S01000395,1,9,10,10,7,8,8
http://statistics.gov.scot/id/statistical-geography/S01000396,S01000396,8,5,5,4,6,6,6
http://statistics.gov.scot/id/statistical-geography/S01000397,S01000397,6,8,8,10,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01000398,S01000398,1,9,10,10,8,10,9
http://statistics.gov.scot/id/statistical-geography/S01000399,S01000399,10,8,8,7,8,8,9
http://statistics.gov.scot/id/statistical-geography/S01000400,S01000400,10,6,8,7,7,7,8
http://statistics.gov.scot/id/statistical-geography/S01000401,S01000401,1,10,9,10,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01000402,S01000402,2,8,10,10,8,8,9
http://statistics.gov.scot/id/statistical-geography/S01000403,S01000403,6,9,10,10,8,9,10
http://statistics.gov.scot/id/statistical-geography/S01000404,S01000404,4,8,9,9,8,10,10
http://statistics.gov.scot/id/statistical-geography/S01000405,S01000405,1,8,10,10,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01000406,S01000406,7,5,8,7,4,6,7
http://statistics.gov.scot/id/statistical-geography/S01000407,S01000407,3,4,8,9,7,6,7
http://statistics.gov.scot/id/statistical-geography/S01000408,S01000408,2,7,10,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01000409,S01000409,2,8,10,9,8,10,9
http://statistics.gov.scot/id/statistical-geography/S01000410,S01000410,1,9,10,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01000411,S01000411,1,8,10,10,7,10,8
http://statistics.gov.scot/id/statistical-geography/S01000412,S01000412,1,9,10,10,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01000413,S01000413,2,9,10,10,8,9,9
http://statistics.gov.scot/id/statistical-geography/S01000414,S01000414,3,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000415,S01000415,2,8,8,6,9,7,7
http://statistics.gov.scot/id/statistical-geography/S01000416,S01000416,2,8,10,10,6,8,9
http://statistics.gov.scot/id/statistical-geography/S01000417,S01000417,6,7,9,8,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01000418,S01000418,1,7,9,9,6,9,7
http://statistics.gov.scot/id/statistical-geography/S01000419,S01000419,1,9,10,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01000420,S01000420,8,7,9,9,8,8,9
http://statistics.gov.scot/id/statistical-geography/S01000421,S01000421,1,9,9,10,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01000422,S01000422,6,6,9,8,8,6,8
http://statistics.gov.scot/id/statistical-geography/S01000423,S01000423,2,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000424,S01000424,1,8,9,9,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01000425,S01000425,2,10,9,10,7,8,9
http://statistics.gov.scot/id/statistical-geography/S01000426,S01000426,1,9,10,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01000427,S01000427,5,8,10,10,8,9,10
http://statistics.gov.scot/id/statistical-geography/S01000428,S01000428,6,9,10,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01000429,S01000429,9,8,10,10,8,10,10
http://statistics.gov.scot/id/statistical-geography/S01000430,S01000430,4,8,10,10,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01000431,S01000431,10,9,8,8,5,6,8
http://statistics.gov.scot/id/statistical-geography/S01000432,S01000432,4,10,9,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01000433,S01000433,9,8,9,9,7,6,9
http://statistics.gov.scot/id/statistical-geography/S01000434,S01000434,4,6,7,7,6,6,7
http://statistics.gov.scot/id/statistical-geography/S01000435,S01000435,4,7,10,8,7,10,9
http://statistics.gov.scot/id/statistical-geography/S01000436,S01000436,3,10,10,10,9,10,10
http://statistics.gov.scot/id/statistical-geography/S01000437,S01000437,4,7,10,10,7,8,9
http://statistics.gov.scot/id/statistical-geography/S01000438,S01000438,4,10,10,10,10,10,10
http://statistics.gov.scot/id/statistical-geography/S01000439,S01000439,1,6,9,10,5,7,7
http://statistics.gov.scot/id/statistical-geography/S01000440,S01000440,1,8,9,9,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01000441,S01000441,1,6,5,8,6,5,5
http://statistics.gov.scot/id/statistical-geography/S01000442,S01000442,1,9,10,10,9,10,9
http://statistics.gov.scot/id/statistical-geography/S01000443,S01000443,1,9,9,9,8,9,8
http://statistics.gov.scot/id/statistical-geography/S01000444,S01000444,1,9,9,10,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01000445,S01000445,2,7,9,9,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01000446,S01000446,1,8,9,10,4,8,7
http://statistics.gov.scot/id/statistical-geography/S01000447,S01000447,4,6,9,10,9,8,9
http://statistics.gov.scot/id/statistical-geography/S01000448,S01000448,1,7,10,10,8,7,8
http://statistics.gov.scot/id/statistical-geography/S01000449,S01000449,2,4,7,8,5,4,5
http://statistics.gov.scot/id/statistical-geography/S01000450,S01000450,5,7,9,9,7,9,9
http://statistics.gov.scot/id/statistical-geography/S01000451,S01000451,1,9,8,10,6,8,8
http://statistics.gov.scot/id/statistical-geography/S01000452,S01000452,1,7,10,8,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01000453,S01000453,1,7,9,9,4,8,6
http://statistics.gov.scot/id/statistical-geography/S01000454,S01000454,7,6,6,8,8,5,7
http://statistics.gov.scot/id/statistical-geography/S01000455,S01000455,1,6,6,7,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01000456,S01000456,1,9,9,9,5,8,7
http://statistics.gov.scot/id/statistical-geography/S01000457,S01000457,8,9,9,9,10,7,10
http://statistics.gov.scot/id/statistical-geography/S01000458,S01000458,1,9,10,10,8,10,8
http://statistics.gov.scot/id/statistical-geography/S01000459,S01000459,7,7,7,7,7,6,7
http://statistics.gov.scot/id/statistical-geography/S01000460,S01000460,5,4,5,6,4,3,4
http://statistics.gov.scot/id/statistical-geography/S01000461,S01000461,10,6,5,3,4,5,5
http://statistics.gov.scot/id/statistical-geography/S01000462,S01000462,8,6,6,5,6,4,6
http://statistics.gov.scot/id/statistical-geography/S01000463,S01000463,6,5,7,7,8,8,8
http://statistics.gov.scot/id/statistical-geography/S01000464,S01000464,1,8,8,9,6,6,6
http://statistics.gov.scot/id/statistical-geography/S01000465,S01000465,1,8,9,10,8,8,7
http://statistics.gov.scot/id/statistical-geography/S01000466,S01000466,1,9,10,10,4,9,7
http://statistics.gov.scot/id/statistical-geography/S01000467,S01000467,10,4,5,3,3,6,5
http://statistics.gov.scot/id/statistical-geography/S01000468,S01000468,1,7,10,10,3,9,7
http://statistics.gov.scot/id/statistical-geography/S01000469,S01000469,2,4,8,10,10,9,8
http://statistics.gov.scot/id/statistical-geography/S01000470,S01000470,5,6,9,10,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01000471,S01000471,1,7,9,9,7,9,8
http://statistics.gov.scot/id/statistical-geography/S01000472,S01000472,4,4,8,9,8,6,7
http://statistics.gov.scot/id/statistical-geography/S01000473,S01000473,6,4,7,7,7,5,6
http://statistics.gov.scot/id/statistical-geography/S01000474,S01000474,1,7,9,10,4,7,7
http://statistics.gov.scot/id/statistical-geography/S01000475,S01000475,5,4,7,8,5,7,7
http://statistics.gov.scot/id/statistical-geography/S01000476,S01000476,1,7,6,8,7,7,6
http://statistics.gov.scot/id/statistical-geography/S01000477,S01000477,5,5,8,8,8,7,7
http://statistics.gov.scot/id/statistical-geography/S01000478,S01000478,10,3,5,7,6,4,5
http://statistics.gov.scot/id/statistical-geography/S01000479,S01000479,8,4,5,7,5,4,5
http://statistics.gov.scot/id/statistical-geography/S01000480,S01000480,7,6,8,9,8,8,9
http://statistics.gov.scot/id/statistical-geography/S01000481,S01000481,1,6,6,9,8,6,6
http://statistics.gov.scot/id/statistical-geography/S01000482,S01000482,5,4,2,4,3,3,3
http://statistics.gov.scot/id/statistical-geography/S01000483,S01000483,9,4,4,6,8,4,5
http://statistics.gov.scot/id/statistical-geography/S01000484,S01000484,10,5,5,6,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01000485,S01000485,4,8,9,10,10,9,10
http://statistics.gov.scot/id/statistical-geography/S01000486,S01000486,8,2,1,2,3,2,2
http://statistics.gov.scot/id/statistical-geography/S01000487,S01000487,9,6,7,7,6,4,6
http://statistics.gov.scot/id/statistical-geography/S01000488,S01000488,3,4,5,6,6,4,5
http://statistics.gov.scot/id/statistical-geography/S01000489,S01000489,6,2,2,3,5,2,2
http://statistics.gov.scot/id/statistical-geography/S01000490,S01000490,4,7,10,9,9,9,9
http://statistics.gov.scot/id/statistical-geography/S01000491,S01000491,8,2,3,3,4,1,2
http://statistics.gov.scot/id/statistical-geography/S01000492,S01000492,8,2,5,5,3,3,4
http://statistics.gov.scot/id/statistical-geography/S01000493,S01000493,2,7,9,8,7,8,8
http://statistics.gov.scot/id/statistical-geography/S01000494,S01000494,8,2,5,4,5,3,4
http://statistics.gov.scot/id/statistical-geography/S01000495,S01000495,6,6,8,10,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01000496,S01000496,2,9,10,10,10,10,9
http://statistics.gov.scot/id/statistical-geography/S01000497,S01000497,3,7,9,8,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01000498,S01000498,8,8,8,9,10,9,9
http://statistics.gov.scot/id/statistical-geography/S01000499,S01000499,4,6,8,9,9,8,8
http://statistics.gov.scot/id/statistical-geography/S01000500,S01000500,7,4,7,7,3,4,5
http://statistics.gov.scot/id/statistical-geography/S01000501,S01000501,8,7,7,8,9,6,7
http://statistics.gov.scot/id/statistical-geography/S01000502,S01000502,1,6,7,8,5,6,5
http://statistics.gov.scot/id/statistical-geography/S01000503,S01000503,1,6,6,8,7,6,6
http://statistics.gov.scot/id/statistical-geography/S01000504,S01000504,10,6,8,7,8,6,8
http://statistics.gov.scot/id/statistical-geography/S01000505,S01000505,2,7,7,10,7,8,7
http://statistics.gov.scot/id/statistical-geography/S01000506,S01000506,1,8,9,8,8,8,7
http://statistics.gov.scot/id/statistical-geography/S01000507,S01000507,9,5,7,8,6,6,7
http://statistics.gov.scot/id/statistical-geography/S01000508,S01000508,1,6,7,9,5,7,6
